company_file;inn_file;industry_file;inn_smi_publications;inn_company_main_cards;open_orgs_checker;ОГРН;ИНН;КПП;ОКПО;Полное наименование;Прежние наименования;Другие наименования;На английском;Адрес;Телефон;Web;ОКОПФ;Отрасль;Руководитель;E-mail;Соцсети;Управляющая компания;Бенефициар
«Ф.О.Н.»;9715010229;сфера развлечений;9715010229;9715010229;1.0;1147748005426;9715010229;771501001;11277459;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Ф.О.Н.""";Ф.О.Н., АО;"ООО ""Ф.О.Н.""";"OOO ""F.O.N.""";127562, г. Москва, ул. Декабристов, д. 8 · Торгово-деловой комплекс на Ул. Декабристов, 8На карте ;+7 (800) 1007234 ;2 домена;Общества с ограниченной ответственностью;Деятельность по организации заключения пари;Парамонов Александр Анатольевич · генеральный директор;admin@fonbet.ru  ;;;Маслов Михаил Александрович
«Маслоэкстракционный завод ЮГ Руси»;6167055777;агропромышленный комплекс;6167055777;6167055777;1.0;1026104140842;6167055777;616701001;55505939;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСЛОЭКСТРАКЦИОННЫЙ ЗАВОД ЮГ РУСИ""";ЮГ РУСИ, ООО;"ООО ""МЭЗ ЮГ РУСИ""";MEZ YUG RUSI LLC;344037, Ростовская обл., г. Ростов-На-Дону, пл. Толстого, д. ЗД. 8На карте ;+7 (47232) 55169 ;www.grain.ru   · 23 домена;Общества с ограниченной ответственностью;Производство нерафинированных растительных масел и их фракций;Музафаров Камиль Мунирович · генеральный директор;laskovets_np@yugrusi.ru  ;;;Музафаров Камиль Мунирович
«Компания Металл Профиль»;7734445616;промышленность строительных материалов;7734445616;7734445616;1.0;1217700404613;7734445616;773401001;73592161;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТАЛЛ-ПРОФИЛЬ""";;"ООО ""МЕТАЛЛ-ПРОФИЛЬ""";"OOO ""METALL-PROFIL""";123423, г. Москва, вн.тер.г. муниципальный округ Хорошево-Мневники, ул Мнёвники, д. 19, помещ. 1 КОМН 1На карте ;;;Общества с ограниченной ответственностью;Производство профилей с помощью холодной штамповки или гибки;Егиазарян Виген Арташесович · генеральный директор;rusprofill@gmail.com  ;;;Егиазарян Виген Арташесович
«Мон'дэлис Русь»;3321020710;пищевая промышленность;3321020710;3321020710;1.0;1053300622407;3321020710;332101001;40449419;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОН'ДЭЛИС РУСЬ""";КРАФТ ФУДС РУС, ООО ;"ООО ""МОН'ДЭЛИС РУСЬ""";MON'DELEZ RUS LLC;601123, Владимирская обл., Петушинский район, г. Покров, ул. Франца Штольверка, д. 10На карте ;+7 (495) 9602490 ;www.mondelezinternational.com   · 4 домена;Общества с ограниченной ответственностью;Производство шоколада и сахаристых кондитерских изделий;Родионов Александр Анатольевич · генеральный директор;sherbakova@mdlz.com  ;;;
«Инград», группа компаний;7702842787;строительство;7702842787;7702842787;1.0;1147746892061;7702842787;770701001;90567874;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНГРАД""";ИНГРАД, АО ;"АО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНГРАД""";"SPECIALIZED DEVELOPER ""INGRAD"" JSC";127006, г. Москва, вн.тер.г. муниципальный округ Тверской, ул Краснопролетарская, д. 4, этаж 5, ком. 39 · Бизнес-центр «Эрмитаж Плаза»На карте ;+7 (495) 5000004 ;1 домен;Непубличные акционерные общества;Строительство жилых и нежилых зданий;;;;ИНГРАД-КАПИТАЛ, ООО;
«Мосводоканал»;7701984274;жилищно-коммунальное хозяйство;7701984274;7701984274;1.0;1127747298250;7701984274;770101001;03324418;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";МОСВОДОКАНАЛ, ОАО ;"АО ""МОСВОДОКАНАЛ""";"AO ""MOSVODOKANAL""";105005, г. Москва, пер. Плетешковский, д. 2 · Бизнес-центр в Плетешковском Переулке, 2На карте ;+7 (48135) 77134 ;www.mosvodokanal.ru   · 6 доменов;Непубличные акционерные общества;Забор, очистка и распределение воды;"Пономаренко Александр Михайлович · генеральный директор ао ""мосводоканал""";43534534@mail.ru  ;vk.com/mvknews  ;;
«Фармстандарт - уфимский витаминный завод»;0274036993;фармацевтическая промышленность;0274036993;0274036993;1.0;1020202554965;0274036993;027401001;00480684;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ-УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД""";ФАРМСТАНДАРТ – УФИМСКИЙ ВИТАМИННЫЙ ЗАВОД (ОАО ФАРМСТАНДАРТ – УФАВИТА, ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО;"ОАО ""ФАРМСТАНДАРТ-УФАВИТА""";"PUBLIC JOINT STOCK COMPANY ""PHARMSTANDARD-UFIMSKIY VITAMIN PLANT""";450077, Башкортостан респ., г. Уфа, ул. Худайбердина, д. 28На карте ;+7 (3472) 295840 ;www.pharmstd.ru   · 5 доменов;Публичные акционерные общества;Производство лекарственных препаратов для медицинского применения;Низамутдинов Наиль Зинурович · генеральный директор;avchibirev@pharmst.ru  ;;;
«Корпорация ВСМПО-АВИСМА» (ПАО);6607000556;цветная металлургия;6607000556;6607000556;1.0;1026600784011;6607000556;662301001;07510017;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОРПОРАЦИЯ ВСМПО-АВИСМА""";КОРПОРАЦИЯ ВСМПО-АВИСМА, ОАО ;"ПАО ""КОРПОРАЦИЯ ВСМПО-АВИСМА""";"PUBLIC STOCK COMPANY ""VSMPO-AVISMA CORPORATION""";624760, Свердловская обл., Верхнесалдинский район, г. Верхняя Салда, ул. Парковая, д. 1На карте ;+7 (34345) 21437 ;www.vsmpo.ru/ru/pages/cennie_bumagi   · 9 доменов;Публичные акционерные общества;Производство прочих цветных металлов;Трифонов Дмитрий Валериевич · генеральный директор;export@vsmpo.ru  ;;;
«Фармкомплект»;5262036363;оптовая торговля;5262036363;5262036363;1.0;1025203727691;5262036363;526101001;39249193;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМКОМПЛЕКТ""";;"ООО ""ФАРМКОМПЛЕКТ""";"""PHARMKOMPLEKT""";603009, Нижегородская обл., г. Нижний Новгород, проспект Гагарина, д. 37 д пом. П23На карте ;+7 (831) 2778180 ;www.pharm.nnov.ru   · 3 домена;Общества с ограниченной ответственностью;Торговля оптовая фармацевтической продукцией;Гайсинский Игорь Юрьевич · генеральный директор;brk@pharmk.ru  ;;;
«Сладковско-заречное»;5611037405;нефтяная и нефтегазовая промышленность;5611037405;5611037405;1.0;1065611033652;5611037405;561001001;95665897;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛАДКОВСКО-ЗАРЕЧНОЕ""";;"ООО ""СЛАДКОВСКО-ЗАРЕЧНОЕ""";"""SLADKOVSKO-ZARECHNOE"" LLC";460006, Оренбургская обл., г. Оренбург, ул. Комсомольская, д. 40На карте ;+7 (35324) 32201 ;sla-zar.ru   · 3 домена;Общества с ограниченной ответственностью;Добыча нефти;Барышников Андрей Владимирович · генеральный директор;;;;
«Ключевые системы и компоненты»;7720403415;оптовая торговля;7720403415;7720403415;1.0;5177746222231;7720403415;770701001;20252270;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛЮЧЕВЫЕ СИСТЕМЫ И КОМПОНЕНТЫ""";;"ООО ""КСК""";"OOO ""KSK""";127055, г. Москва, ул. Бутырский Вал, д. 26 стр. 1 этаж / пом. 5/28На карте ;+7 (495) 7881950 ;kscgroup.ru   · 1 домен;Общества с ограниченной ответственностью;Деятельность по управлению финансово-промышленными группами;Новак Константин Игорьевич · генеральный директор;cv@kscgroup.ru  ;;;
«Автодом»;7714709349;розничная торговля;7714709349;7714709349;1.0;1077759436336;7714709349;771401001;96596227;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОДОМ""";АВТОДОМ, ОАО ;"АО ""АВТОДОМ""";"OPEN JOINT STOCK COMPANY ""AVTODOM""";125252, г. Москва, ул. Зорге, д. 17 стр. 1На карте ;+7 (495) 5000076 ;www.avtodom.ru   · 139 доменов;Публичные акционерные общества;Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах;Ольховский Андрей Сергеевич · генеральный директор;info@audi-taganka.ru  ;;;Ольховский Андрей Сергеевич
